DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,DISTANCE,AIR_TIME,AIRLINE_ID,CARRIER,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,YEAR,QUARTER,MONTH,CLASS
28,27,707400,2700,2066,470,1942,20409,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,678,1,2018,1,2,F
28,28,611800,2128,1771,489,2144,20452,YX,Republic Airline,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,673,1,2018,2,5,F
29,28,733600,2800,2220,470,1942,20409,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,678,1,2018,2,4,F
29,29,1055600,5220,4745,529,2296,20416,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL",FL,12,Florida,MYR,"Myrtle Beach, SC",SC,45,South Carolina,694,1,2018,2,4,F
30,30,654090,2280,1818,489,2349,20452,YX,Republic Airline,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,673,1,2018,2,6,F
30,29,759800,2900,2115,470,2100,20409,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,678,1,2018,2,6,F
30,25,655000,2500,1834,470,1750,20409,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,678,1,2018,3,9,F
30,30,1092000,5400,4658,529,2314,20416,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL",FL,12,Florida,MYR,"Myrtle Beach, SC",SC,45,South Carolina,694,1,2018,2,6,F
30,30,1092000,5400,4909,529,2397,20416,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL",FL,12,Florida,MYR,"Myrtle Beach, SC",SC,45,South Carolina,694,1,2018,1,3,F
31,30,655500,2280,1902,489,2334,20452,YX,Republic Airline,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,673,1,2018,3,7,F
31,31,812200,3100,2395,470,2110,20409,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,678,1,2018,2,5,F
31,31,675893,2356,2024,489,2523,20452,YX,Republic Airline,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,673,1,2018,1,3,F
31,31,812200,3100,2319,470,2231,20409,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,678,1,2018,3,8,F
31,30,786000,3000,2358,470,2124,20409,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,678,1,2018,4,10,F
31,29,759800,2900,2144,470,2034,20409,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,678,1,2018,3,7,F
31,31,1128400,5580,5005,529,2395,20416,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL",FL,12,Florida,MYR,"Myrtle Beach, SC",SC,45,South Carolina,694,1,2018,3,7,F
31,30,786000,3000,2462,470,2148,20409,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,678,1,2018,1,3,F
31,31,1128400,5580,4852,529,2410,20416,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL",FL,12,Florida,MYR,"Myrtle Beach, SC",SC,45,South Carolina,694,1,2018,3,8,F
31,27,588681,2052,1618,489,2069,20452,YX,Republic Airline,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,673,1,2018,1,1,F
32,25,655000,2500,1765,470,1716,20409,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,678,1,2018,1,1,F
35,35,1386000,6300,5192,529,2912,20416,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL",FL,12,Florida,MYR,"Myrtle Beach, SC",SC,45,South Carolina,694,1,2018,4,10,F
42,42,917700,3192,2608,489,3330,20452,YX,Republic Airline,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,673,1,2018,3,8,F
49,48,592800,2400,2119,489,3726,20398,MQ,Envoy Air,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,675,1,2018,3,8,F
52,52,642200,2600,2122,489,4004,20398,MQ,Envoy Air,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,675,1,2018,1,2,F
56,48,592800,2400,1812,489,3577,20398,MQ,Envoy Air,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,675,1,2018,1,1,F
58,58,716300,2900,2417,489,4611,20398,MQ,Envoy Air,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,675,1,2018,1,3,F
59,59,728650,2950,2515,489,4613,20398,MQ,Envoy Air,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,675,1,2018,2,6,F
60,51,1114350,3876,2658,489,3989,20452,YX,Republic Airline,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,673,1,2018,3,9,F
60,60,741000,3000,2497,489,4578,20398,MQ,Envoy Air,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,675,1,2018,2,5,F
61,31,1128400,5580,5140,529,2387,20416,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL",FL,12,Florida,MYR,"Myrtle Beach, SC",SC,45,South Carolina,694,1,2018,2,5,F
62,62,765700,3100,2705,489,4930,20398,MQ,Envoy Air,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,675,1,2018,3,7,F
66,64,790400,3200,2772,489,4994,20398,MQ,Envoy Air,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,675,1,2018,4,10,F
82,81,1000350,4050,3604,489,6375,20398,MQ,Envoy Air,MIA,"Miami, FL",FL,12,Florida,CHS,"Charleston, SC",SC,45,South Carolina,675,1,2018,2,4,F
1,1,32700,124,112,226,43,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,612,1,2018,1,1,F
1,2,76640,316,237,226,75,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,656,1,2018,1,1,F
1,1,34446,132,106,226,40,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,698,1,2018,1,1,F
1,1,38170,158,157,306,48,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,656,1,2018,1,1,F
1,1,29900,110,109,356,51,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,608,1,2018,1,1,F
1,2,123480,468,360,356,109,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,623,1,2018,1,1,F
1,1,10000,50,46,331,51,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,FAY,"Fayetteville, NC",NC,37,North Carolina,629,1,2018,1,3,F
1,1,78430,209,154,356,57,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,626,1,2018,2,4,F
1,2,76340,316,231,356,118,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,656,1,2018,2,4,F
1,1,17740,65,0,356,64,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,631,1,2018,2,4,F
1,1,18500,70,31,293,76,20378,YV,Mesa Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,631,1,2018,2,5,F
1,1,43400,175,142,356,60,19393,WN,Southwest Airlines Co.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,614,1,2018,3,7,F
1,1,15200,76,69,306,45,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,638,1,2018,1,1,F
1,1,17740,65,0,356,55,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,631,1,2018,1,1,F
1,1,17740,69,65,377,53,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,ILM,"Wilmington, NC",NC,37,North Carolina,631,1,2018,1,1,F
1,1,13500,50,0,226,38,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,2,F
1,1,10000,50,0,306,56,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,629,1,2018,1,2,F
1,1,38700,150,72,226,42,19805,AA,American Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,694,1,2018,1,3,F
1,1,51700,187,55,226,41,19805,AA,American Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,699,1,2018,1,3,F
1,1,12240,50,16,226,43,20397,OH,PSA Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,4,F
1,1,18500,70,69,293,90,20378,YV,Mesa Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,631,1,2018,2,6,F
1,1,12240,50,13,226,44,20397,OH,PSA Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,7,F
1,1,20210,76,65,239,77,20397,OH,PSA Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,FAY,"Fayetteville, NC",NC,37,North Carolina,638,1,2018,3,7,F
1,1,13500,50,0,226,50,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,7,F
1,1,10000,50,0,306,52,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,629,1,2018,3,7,F
1,1,13500,50,50,377,61,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,ILM,"Wilmington, NC",NC,37,North Carolina,629,1,2018,3,7,F
1,1,13500,50,38,356,101,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,629,1,2018,3,7,F
1,1,17740,65,0,226,44,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,2,F
1,1,17740,65,0,306,52,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,631,1,2018,1,2,F
1,1,17740,65,0,356,53,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,631,1,2018,1,2,F
1,2,76340,316,271,356,107,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,656,1,2018,1,3,F
1,1,17740,65,0,226,42,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,3,F
1,1,17740,65,0,306,48,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,631,1,2018,1,3,F
1,1,15200,76,30,306,46,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,638,1,2018,1,3,F
1,1,15200,76,76,377,55,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,ILM,"Wilmington, NC",NC,37,North Carolina,638,1,2018,1,3,F
1,1,15200,76,58,399,54,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,OAJ,"Jacksonville/Camp Lejeune, NC",NC,37,North Carolina,638,1,2018,1,3,F
1,1,11500,48,33,140,43,20427,PT,Piedmont Airlines,AGS,"Augusta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,484,1,2018,2,4,F
1,1,39500,150,132,213,48,19805,AA,American Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,694,1,2018,2,5,F
1,1,12240,50,9,226,52,20397,OH,PSA Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,9,F
1,1,17600,65,59,226,47,20397,OH,PSA Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,9,F
1,1,38300,160,140,226,49,19805,AA,American Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,614,1,2018,4,10,F
1,1,25500,99,80,226,46,19805,AA,American Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,678,1,2018,4,10,F
1,1,122000,242,216,226,44,19805,AA,American Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,696,1,2018,4,10,F
1,1,40870,160,126,226,40,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,614,1,2018,4,10,F
1,1,49090,180,148,356,59,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,888,1,2018,4,10,F
1,1,17600,65,33,213,49,20397,OH,PSA Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,4,10,F
1,2,76340,316,205,226,92,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,656,1,2018,2,6,F
1,1,13500,50,0,306,50,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,629,1,2018,2,6,F
1,1,10000,50,42,356,84,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,629,1,2018,2,6,F
1,1,11500,48,44,140,43,20427,PT,Piedmont Airlines,AGS,"Augusta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,484,1,2018,2,6,F
1,1,13500,50,49,226,80,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,4,10,F
1,1,10000,50,24,399,63,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,OAJ,"Jacksonville/Camp Lejeune, NC",NC,37,North Carolina,629,1,2018,4,10,F
1,1,122000,258,139,213,42,19805,AA,American Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,696,1,2018,4,10,F
1,2,43700,152,109,226,214,20452,YX,Republic Airline,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,673,1,2018,4,10,F
1,1,22500,76,39,140,28,20397,OH,PSA Airlines Inc.,AGS,"Augusta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,8,F
1,1,13500,50,47,306,81,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,629,1,2018,3,8,F
1,1,13500,50,44,377,94,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,ILM,"Wilmington, NC",NC,37,North Carolina,629,1,2018,3,8,F
1,1,17600,65,50,213,53,20397,OH,PSA Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,9,F
1,1,17600,65,51,226,44,20397,OH,PSA Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,4,10,F
1,1,12500,50,27,164,30,20363,9E,Endeavor Air Inc.,ATL,"Atlanta, GA",GA,13,Georgia,AVL,"Asheville, NC",NC,37,North Carolina,629,1,2018,1,1,F
1,1,12240,50,50,226,41,20397,OH,PSA Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,1,F
1,1,17600,63,52,226,41,20397,OH,PSA Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,1,F
1,1,12240,50,46,213,42,20397,OH,PSA Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,1,F
1,1,40670,160,152,226,41,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,614,1,2018,1,2,F
1,1,22500,76,60,221,53,20397,OH,PSA Airlines Inc.,AGS,"Augusta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,638,1,2018,1,2,F
1,1,12240,50,0,213,30,20397,OH,PSA Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,2,F
1,1,21803,76,76,213,48,20452,YX,Republic Airline,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,673,1,2018,1,2,F
1,1,12500,50,46,164,31,20363,9E,Endeavor Air Inc.,ATL,"Atlanta, GA",GA,13,Georgia,AVL,"Asheville, NC",NC,37,North Carolina,629,1,2018,2,4,F
1,1,38879,160,116,226,38,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,694,1,2018,2,4,F
2,2,43004,152,110,164,71,20363,9E,Endeavor Air Inc.,ATL,"Atlanta, GA",GA,13,Georgia,AVL,"Asheville, NC",NC,37,North Carolina,638,1,2018,1,1,F
2,2,43004,152,129,377,103,20363,9E,Endeavor Air Inc.,ATL,"Atlanta, GA",GA,13,Georgia,ILM,"Wilmington, NC",NC,37,North Carolina,638,1,2018,1,1,F
2,3,103338,396,287,226,118,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,698,1,2018,1,2,F
2,2,35200,128,113,213,88,20397,OH,PSA Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,2,F
2,3,65409,228,154,226,132,20452,YX,Republic Airline,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,673,1,2018,1,2,F
2,2,103400,374,236,226,94,19805,AA,American Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,699,1,2018,3,8,F
2,2,24440,100,69,213,88,20397,OH,PSA Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,8,F
2,2,35200,128,124,213,81,20397,OH,PSA Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,8,F
2,2,35200,130,110,213,101,20397,OH,PSA Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,7,F
2,2,35480,130,130,377,103,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,ILM,"Wilmington, NC",NC,37,North Carolina,631,1,2018,1,2,F
2,1,12775,50,13,140,36,20427,PT,Piedmont Airlines,AGS,"Augusta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,675,1,2018,1,2,F
2,2,35480,130,130,164,68,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,AVL,"Asheville, NC",NC,37,North Carolina,631,1,2018,2,5,F
2,2,103400,374,274,226,94,19805,AA,American Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,699,1,2018,4,10,F
2,2,86800,350,252,356,113,19393,WN,Southwest Airlines Co.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,614,1,2018,4,10,F
2,2,59800,220,194,331,97,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,FAY,"Fayetteville, NC",NC,37,North Carolina,608,1,2018,1,1,F
2,2,65400,248,219,306,95,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,612,1,2018,1,1,F
2,2,68892,264,195,306,97,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,698,1,2018,1,1,F
2,2,35200,130,115,226,90,20397,OH,PSA Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,3,F
2,2,77758,314,196,356,116,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,694,1,2018,2,4,F
2,2,25000,100,95,164,72,20363,9E,Endeavor Air Inc.,ATL,"Atlanta, GA",GA,13,Georgia,AVL,"Asheville, NC",NC,37,North Carolina,629,1,2018,2,5,F
2,2,43004,152,145,306,99,20363,9E,Endeavor Air Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,638,1,2018,2,5,F
2,2,35480,130,102,164,62,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,AVL,"Asheville, NC",NC,37,North Carolina,631,1,2018,1,1,F
2,2,27000,100,91,331,95,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,FAY,"Fayetteville, NC",NC,37,North Carolina,629,1,2018,1,1,F
2,2,35200,128,125,213,95,20397,OH,PSA Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,4,F
2,2,23500,100,99,306,168,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,629,1,2018,2,5,F
2,1,10000,50,0,356,63,20304,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,629,1,2018,2,5,F
2,2,35200,128,97,213,93,20397,OH,PSA Airlines Inc.,SAV,"Savannah, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,6,F
3,3,45600,228,160,399,159,20366,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,OAJ,"Jacksonville/Camp Lejeune, NC",NC,37,North Carolina,638,1,2018,2,4,F
3,3,34500,144,124,140,129,20427,PT,Piedmont Airlines,AGS,"Augusta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,484,1,2018,2,5,F
3,3,120700,480,190,226,139,19805,AA,American Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,614,1,2018,2,5,F
3,3,76500,297,204,226,135,19805,AA,American Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,678,1,2018,2,5,F
3,3,64506,228,209,306,139,20363,9E,Endeavor Air Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,638,1,2018,1,1,F
3,3,65210,228,115,140,81,20397,OH,PSA Airlines Inc.,AGS,"Augusta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,1,1,F
3,3,117400,450,97,226,120,19805,AA,American Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,694,1,2018,1,2,F
4,4,50000,200,154,377,211,20363,9E,Endeavor Air Inc.,ATL,"Atlanta, GA",GA,13,Georgia,ILM,"Wilmington, NC",NC,37,North Carolina,629,1,2018,1,1,F
4,4,86008,304,195,306,195,20363,9E,Endeavor Air Inc.,ATL,"Atlanta, GA",GA,13,Georgia,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,638,1,2018,2,4,F
4,5,107510,380,283,399,284,20363,9E,Endeavor Air Inc.,ATL,"Atlanta, GA",GA,13,Georgia,OAJ,"Jacksonville/Camp Lejeune, NC",NC,37,North Carolina,638,1,2018,2,4,F
4,5,190850,790,628,226,213,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,656,1,2018,2,5,F
4,4,70400,260,202,226,180,20397,OH,PSA Airlines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,7,F
4,4,152680,632,612,356,243,19790,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA",GA,13,Georgia,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,656,1,2018,3,8,F
