DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,DISTANCE,AIR_TIME,AIRLINE_ID,CARRIER,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,YEAR,QUARTER,MONTH,CLASS
1,1,12350,50,34,372,66,20398,MQ,Envoy Air,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,675,1,2018,2,5,F
1,1,39500,150,127,350,55,19805,AA,American Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,694,1,2018,2,6,F
1,1,12350,50,34,372,63,20398,MQ,Envoy Air,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,675,1,2018,2,6,F
1,1,17600,63,38,526,70,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,7,F
1,1,22500,76,32,372,62,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,8,F
1,1,22500,76,45,526,79,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,8,F
1,1,13000,65,42,399,127,20366,EV,ExpressJet Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,631,1,2018,3,9,F
1,1,22500,76,3,372,51,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,9,F
1,1,17600,65,20,372,55,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,1,F
1,1,12350,50,16,372,60,20398,MQ,Envoy Air,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,675,1,2018,2,4,F
1,1,10090,44,44,372,64,20398,MQ,Envoy Air,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,676,1,2018,2,4,F
2,2,40420,152,44,372,116,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,1,1,F
2,2,24440,100,53,333,136,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,2,F
2,2,30740,130,109,333,128,20366,EV,ExpressJet Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,9,F
2,2,42710,152,58,526,150,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,9,F
2,2,42710,152,90,372,128,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,2,4,F
3,3,36720,150,112,333,208,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,3,F
3,3,67500,228,112,372,176,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,2,6,F
3,3,52800,193,141,526,233,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,9,F
3,3,36680,150,143,350,186,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,4,10,F
4,4,85420,304,217,526,293,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,1,2,F
4,4,87710,304,200,333,236,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,8,F
4,4,48920,200,91,333,238,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,4,10,F
4,4,87710,304,184,333,238,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,4,10,F
4,4,44400,200,181,372,246,20427,PT,Piedmont Airlines,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,675,1,2018,3,7,F
4,4,49400,200,83,372,223,20398,MQ,Envoy Air,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,675,1,2018,1,2,F
4,4,70400,258,113,372,241,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,5,F
4,4,48960,200,104,526,323,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,5,F
4,4,40360,176,144,372,285,20398,MQ,Envoy Air,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,676,1,2018,2,6,F
5,5,107920,380,279,526,366,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,1,3,F
5,5,110210,380,206,333,295,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,7,F
6,4,48960,200,175,350,231,20046,ZW,Air Wisconsin Airlines Corp,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,1,F
6,6,130420,456,265,333,367,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,9,F
6,6,130420,456,208,526,473,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,7,F
7,7,148340,532,406,526,536,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,2,6,F
7,7,85640,350,187,372,431,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,4,10,F
7,7,143760,532,311,526,504,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,4,10,F
7,7,86450,350,215,372,416,20398,MQ,Envoy Air,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,675,1,2018,1,3,F
8,8,97840,400,184,333,495,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,8,F
8,8,97920,400,209,333,469,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,7,F
9,6,73440,300,175,333,340,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,9,F
10,10,127750,500,414,372,600,20427,PT,Piedmont Airlines,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,675,1,2018,3,8,F
10,10,100900,440,237,372,565,20398,MQ,Envoy Air,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,676,1,2018,1,2,F
12,12,146800,600,517,333,710,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,4,F
12,12,146840,600,328,333,714,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,6,F
13,12,211200,778,603,526,977,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,6,F
13,13,276470,988,589,526,925,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,1,1,F
14,14,305840,1064,680,333,808,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,2,6,F
20,20,293180,1300,1156,333,1194,20366,EV,ExpressJet Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,6,F
23,22,387200,1412,950,372,1240,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,4,F
23,22,221980,968,804,372,1373,20398,MQ,Envoy Air,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,676,1,2018,2,5,F
24,24,242160,1056,769,372,1404,20398,MQ,Envoy Air,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,676,1,2018,1,3,F
24,24,422400,1560,1237,526,1809,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,4,10,F
26,25,305760,1250,1037,333,1542,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,5,F
27,27,330360,1350,1127,350,1628,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,3,F
27,25,372400,1625,1311,333,1479,20366,EV,ExpressJet Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,7,F
27,27,388920,1755,1461,333,1581,20366,EV,ExpressJet Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,8,F
28,27,330280,1350,1139,350,1611,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,2,F
28,27,344925,1350,1186,350,1584,20427,PT,Piedmont Airlines,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,675,1,2018,4,10,F
28,28,492800,1792,1385,350,1693,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,4,F
28,27,330280,1350,1096,350,1753,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,5,F
29,27,330280,1350,755,526,2111,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,4,F
29,27,575440,2052,1248,526,2065,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,2,4,F
29,26,332150,1300,863,372,1612,20427,PT,Piedmont Airlines,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,675,1,2018,3,9,F
30,28,492800,1790,1573,350,1644,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,2,F
30,30,652100,2280,1775,333,1712,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,1,3,F
31,31,545600,1985,1592,350,1806,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,3,F
32,31,545600,1993,1576,350,1776,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,1,F
32,30,640650,2280,1555,526,2433,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,2,5,F
33,33,403800,1650,1324,526,2558,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,3,F
33,29,354880,1450,1170,350,1835,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,6,F
35,34,415760,1700,1401,350,2099,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,7,F
35,33,403800,1650,1273,350,2109,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,9,F
38,38,816070,2888,2199,333,2236,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,1,2,F
40,40,489520,2000,1546,350,2295,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,1,F
43,42,513800,2100,1753,526,3207,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,2,F
46,42,739200,2690,1585,526,3117,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,1,F
46,43,756800,2751,1856,526,3216,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,2,F
46,46,809600,2958,2121,333,2696,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,4,F
50,48,587320,2400,1853,350,2834,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,4,F
51,49,1054410,3724,2596,333,2889,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,1,1,F
53,52,636040,2600,2238,350,3262,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,8,F
54,53,648240,2650,1474,372,3385,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,9,F
54,52,915200,3344,2500,526,3943,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,4,F
55,54,950400,3476,2233,526,4047,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,3,F
55,53,932800,3411,2219,333,3106,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,1,F
55,55,672840,2750,1735,372,3358,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,2,F
56,53,648440,2650,1886,526,4020,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,1,F
58,58,1020800,3730,2965,526,4722,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,5,F
59,56,684960,2800,1837,372,3402,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,4,F
59,58,1243170,4408,3152,350,3387,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,4,10,F
59,54,660760,2700,1588,372,3229,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,1,F
60,58,1020800,3730,3151,333,3528,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,5,F
60,60,734200,3000,2120,372,3885,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,5,F
61,60,734000,3000,1810,372,3600,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,1,3,F
61,61,1317540,4636,3372,333,3606,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,2,5,F
61,59,1272540,4484,2828,350,3659,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,9,F
63,61,1073600,3919,2878,333,3537,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,2,F
72,69,844080,3450,2209,372,4339,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,8,F
73,73,1571510,5548,4137,333,4360,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,2,4,F
74,70,894250,3500,2579,372,4150,20427,PT,Piedmont Airlines,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,675,1,2018,4,10,F
74,73,1573800,5548,4061,350,4400,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,8,F
74,62,758480,3100,2174,372,3864,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,6,F
78,78,954400,3900,3023,526,6204,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,4,10,F
79,65,1144000,4189,3078,333,3884,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,6,F
79,77,941960,3850,2384,372,4883,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,7,F
79,77,1355200,4955,3434,350,4646,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,8,F
80,79,1708800,6004,4562,350,4795,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,3,7,F
80,80,1408000,5144,3886,350,5045,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,5,F
80,68,1454430,5168,4110,350,4129,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,2,6,F
82,81,1425600,5207,3476,333,4946,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,7,F
85,85,1496000,5491,3919,333,5113,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,8,F
87,87,1531200,5591,4219,333,5174,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,1,3,F
87,70,856360,3500,2650,526,5709,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,2,6,F
89,74,1302400,4748,3517,350,4484,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,2,6,F
89,87,1531200,5601,3905,350,5263,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,7,F
95,90,1944850,6840,4796,350,5222,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,1,1,F
99,98,2106530,7447,5644,350,5838,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,1,2,F
100,97,1707200,6273,3837,333,6027,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,9,F
102,99,1742400,6417,4300,350,6243,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,3,9,F
102,100,2142370,7600,5976,350,6204,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,2,5,F
103,95,1162280,4750,3150,526,7895,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,9,F
104,103,1260200,5150,3722,526,8534,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,7,F
112,111,1357880,5550,3892,526,9187,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2018,3,8,F
113,109,1918400,7071,5545,350,6426,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,4,10,F
115,113,1988800,7329,5169,333,6824,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2018,4,10,F
118,118,2549660,8968,6672,350,6892,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,1,3,F
119,114,2459660,8664,6844,350,6720,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2018,2,4,F
1,1,12240,50,43,333,54,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2017,4,12,F
1,1,17600,63,43,372,51,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2017,4,12,F
1,1,13500,50,0,471,64,20304,OO,SkyWest Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,FAY,"Fayetteville, NC",NC,37,North Carolina,629,1,2017,4,12,F
26,25,306000,1250,1129,350,1401,20046,ZW,Air Wisconsin Airlines Corp,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2017,4,12,F
27,26,318240,1300,887,526,1887,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2017,4,12,F
28,27,475200,1729,1391,350,1487,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2017,4,12,F
33,29,354960,1450,1030,372,1673,20397,OH,PSA Airlines Inc.,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2017,4,12,F
37,35,616000,2261,1566,526,2542,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2017,4,12,F
40,39,843150,2964,2505,333,2286,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2017,4,12,F
40,39,477360,1950,1256,372,2252,20046,ZW,Air Wisconsin Airlines Corp,MGM,"Montgomery, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,629,1,2017,4,12,F
51,48,1027330,3648,2654,526,3444,20397,OH,PSA Airlines Inc.,MOB,"Mobile, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2017,4,12,F
57,55,1182540,4180,3402,350,3078,20397,OH,PSA Airlines Inc.,BHM,"Birmingham, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,638,1,2017,4,12,F
59,58,1020800,3748,2931,333,3321,20397,OH,PSA Airlines Inc.,HSV,"Huntsville, AL",AL,1,Alabama,CLT,"Charlotte, NC",NC,37,North Carolina,631,1,2017,4,12,F
